Timestamp,Value
2019-09-15 00:33:19,5.6969052195205245
2019-09-15 00:33:20,0.0
2019-09-15 00:33:21,0.0
2019-09-15 00:33:22,5.6969052195205245
2019-09-15 00:33:23,0.0
2019-09-15 00:33:24,0.0
2019-09-15 00:33:25,0.0
2019-09-15 00:33:26,113.93810439041049
2019-09-15 00:33:27,17.09071565856157
2019-09-15 00:33:28,432.9647966835598
2019-09-15 00:33:29,136.72572526849257
2019-09-15 00:33:30,142.4226304880131
2019-09-15 00:33:31,142.4226304880131
2019-09-15 00:33:32,142.4226304880131
2019-09-15 00:33:33,136.72572526849257
2019-09-15 00:33:34,142.4226304880131
2019-09-15 00:33:35,131.02882004897202
2019-09-15 00:33:36,131.02882004897202
2019-09-15 00:33:37,142.4226304880131
2019-09-15 00:33:38,148.11953570753363
2019-09-15 00:33:39,142.4226304880131
2019-09-15 00:33:40,142.4226304880131
2019-09-15 00:33:41,148.11953570753363
2019-09-15 00:33:42,148.11953570753363
2019-09-15 00:33:43,142.4226304880131
2019-09-15 00:33:44,136.72572526849257
2019-09-15 00:33:45,142.4226304880131
2019-09-15 00:33:46,136.72572526849257
2019-09-15 00:33:47,142.4226304880131
2019-09-15 00:33:48,142.4226304880131
2019-09-15 00:33:49,148.11953570753363
2019-09-15 00:33:50,148.11953570753363
2019-09-15 00:33:51,142.4226304880131
2019-09-15 00:33:52,136.72572526849257
2019-09-15 00:33:53,148.11953570753363
2019-09-15 00:33:54,142.4226304880131
2019-09-15 00:33:55,142.4226304880131
2019-09-15 00:33:56,142.4226304880131
2019-09-15 00:33:57,148.11953570753363
2019-09-15 00:33:58,153.81644092705412
2019-09-15 00:33:59,142.4226304880131
2019-09-15 00:34:00,142.4226304880131
2019-09-15 00:34:01,142.4226304880131
2019-09-15 00:34:02,125.33191482945153
2019-09-15 00:34:03,148.11953570753363
2019-09-15 00:34:04,136.72572526849257
2019-09-15 00:34:05,142.4226304880131
2019-09-15 00:34:06,148.11953570753363
2019-09-15 00:34:07,142.4226304880131
2019-09-15 00:34:08,148.11953570753363
2019-09-15 00:34:09,142.4226304880131
2019-09-15 00:34:10,148.11953570753363
2019-09-15 00:34:11,136.72572526849257
2019-09-15 00:34:12,148.11953570753363
2019-09-15 00:34:13,148.11953570753363
2019-09-15 00:34:14,136.72572526849257
2019-09-15 00:34:15,125.33191482945153
2019-09-15 00:34:16,148.11953570753363
2019-09-15 00:34:17,136.72572526849257
2019-09-15 00:34:18,148.11953570753363
2019-09-15 00:34:19,148.11953570753363
2019-09-15 00:34:20,148.11953570753363
2019-09-15 00:34:21,148.11953570753363
2019-09-15 00:34:22,148.11953570753363
2019-09-15 00:34:23,142.4226304880131
2019-09-15 00:34:24,136.72572526849257
2019-09-15 00:34:25,142.4226304880131
2019-09-15 00:34:26,142.4226304880131
2019-09-15 00:34:27,136.72572526849257
2019-09-15 00:34:28,148.11953570753363
2019-09-15 00:34:29,131.02882004897202
2019-09-15 00:34:30,102.54429395136944
2019-09-15 00:34:31,148.11953570753363
2019-09-15 00:34:33,136.72572526849257
2019-09-15 00:34:34,148.11953570753363
2019-09-15 00:34:35,148.11953570753363
2019-09-15 00:34:36,136.72572526849257
2019-09-15 00:34:37,136.72572526849257
2019-09-15 00:34:38,108.24119917088996
2019-09-15 00:34:39,148.11953570753363
2019-09-15 00:34:40,148.11953570753363
2019-09-15 00:34:41,142.4226304880131
2019-09-15 00:34:42,142.4226304880131
2019-09-15 00:34:43,136.72572526849257
2019-09-15 00:34:44,148.11953570753363
2019-09-15 00:34:45,125.33191482945153
2019-09-15 00:34:46,136.72572526849257
2019-09-15 00:34:47,142.4226304880131
2019-09-15 00:34:48,131.02882004897202
2019-09-15 00:34:49,131.02882004897202
2019-09-15 00:34:50,136.72572526849257
2019-09-15 00:34:51,136.72572526849257
2019-09-15 00:34:52,142.4226304880131
2019-09-15 00:34:53,131.02882004897202
2019-09-15 00:34:54,159.51334614657466
2019-09-15 00:34:55,148.11953570753363
2019-09-15 00:34:56,142.4226304880131
2019-09-15 00:34:57,142.4226304880131
2019-09-15 00:34:58,142.4226304880131
2019-09-15 00:34:59,142.4226304880131
2019-09-15 00:35:00,148.11953570753363
